word,ratio,cantidadLetras,gotAccent,gotCedilla,doubleVocal,enCC,enVocalTrigraph,enGraphs,enEnding,y
log,0.3333,3,0,0,0,0,0,0,0,1
seva,0.5,4,0,0,0,0,0,0,0,1
temporada,0.4444,9,0,0,0,0,0,0,0,1
ciència,0.4286,7,1,0,0,0,0,0,0,1
land,0.25,4,0,0,0,0,0,0,0,0
begin,0.4,5,0,0,0,0,0,0,0,0
d’,0.0,2,0,0,0,0,0,0,0,1
fusta,0.4,5,0,0,0,0,0,0,0,1
by,0.0,2,0,0,0,0,0,0,0,0
score,0.4,5,0,0,0,0,0,0,0,0
result,0.3333,6,0,0,0,0,0,0,0,0
snow,0.25,4,0,0,0,0,0,0,0,0
center,0.3333,6,0,0,0,0,0,0,0,0
sufix,0.4,5,0,0,0,0,0,0,0,1
beguda,0.5,6,0,0,0,0,0,0,0,1
lead,0.5,4,0,0,0,0,0,0,0,0
radio,0.6,5,0,0,0,0,0,0,0,0
chart,0.2,5,0,0,0,1,0,0,0,0
go,0.5,2,0,0,0,0,0,0,0,0
nou,0.6667,3,0,0,0,0,0,0,0,1
continent,0.3333,9,0,0,0,0,0,0,0,0
menjar,0.3333,6,0,0,0,0,0,0,0,1
heat,0.5,4,0,0,0,0,0,0,0,0
held,0.25,4,0,0,0,0,0,0,0,1
aquest,0.5,6,0,0,0,0,0,0,1,1
minuts,0.3333,6,0,0,0,0,0,0,0,1
mapa,0.5,4,0,0,0,0,0,0,0,1
esclau,0.5,6,0,0,0,0,0,0,0,1
demostrar,0.3333,9,0,0,0,0,0,0,0,1
leg,0.3333,3,0,0,0,0,0,0,0,0
dry,0.0,3,0,0,0,0,0,0,0,0
born,0.25,4,0,0,0,0,0,0,0,0
law,0.3333,3,0,0,0,0,0,0,0,0
preguntar,0.3333,9,0,0,0,0,0,0,0,1
port,0.25,4,0,0,0,0,0,0,0,0
is,0.5,2,0,0,0,0,0,0,0,0
egg,0.3333,3,0,0,0,1,0,0,0,0
oxigen,0.5,6,0,0,0,0,0,0,0,1
fi,0.5,2,0,0,0,0,0,0,0,1
saltar,0.3333,6,0,0,0,0,0,0,0,1
botiga,0.5,6,0,0,0,0,0,0,0,1
restar,0.3333,6,0,0,0,0,0,0,0,1
let,0.3333,3,0,0,0,0,0,0,0,0
rei,0.6667,3,0,0,0,0,0,0,0,1
gran,0.25,4,0,0,0,0,0,0,0,1
street,0.3333,6,0,0,1,0,0,0,0,0
there,0.4,5,0,0,0,1,0,0,0,0
visita,0.5,6,0,0,0,0,0,0,0,1
fish,0.25,4,0,0,0,1,0,0,0,0
verb,0.25,4,0,0,0,0,0,0,0,0
pintar,0.3333,6,0,0,0,0,0,0,0,1
invent,0.3333,6,0,0,0,0,0,0,0,0
dear,0.5,4,0,0,0,0,0,0,0,0
moon,0.5,4,0,0,1,0,0,0,0,0
morning,0.2857,7,0,0,0,0,0,0,1,0
mal,0.3333,3,0,0,0,0,0,0,0,1
reuneixen,0.5556,9,0,0,0,0,0,0,0,1
enter,0.4,5,0,0,0,0,0,0,0,0
listen,0.3333,6,0,0,0,0,0,0,0,0
little,0.3333,6,0,0,0,1,0,0,0,0
porta,0.4,5,0,0,0,0,0,0,0,1
blue,0.5,4,0,0,0,0,0,0,0,0
blanc,0.2,5,0,0,0,0,0,0,0,1
though,0.3333,6,0,0,0,1,0,1,0,0
món,0.0,3,1,0,0,0,0,0,0,1
continent,0.3333,9,0,0,0,0,0,0,0,1
poblar,0.3333,6,0,0,0,0,0,0,0,1
resoldre,0.375,8,0,0,0,0,0,0,0,1
edge,0.5,4,0,0,0,0,0,1,0,0
diners,0.3333,6,0,0,0,0,0,0,0,1
fruita,0.5,6,0,0,0,0,0,0,0,1
check,0.2,5,0,0,0,1,0,0,0,0
seva,0.5,4,0,0,0,0,0,0,0,1
atom,0.5,4,0,0,0,0,0,0,0,0
lloc,0.25,4,0,0,0,0,0,0,0,1
gun,0.3333,3,0,0,0,0,0,0,0,0
figura,0.5,6,0,0,0,0,0,0,0,1
diferir,0.4286,7,0,0,0,0,0,0,0,1
reunir,0.5,6,0,0,0,0,0,0,0,1
my,0.0,2,0,0,0,0,0,0,0,0
òrgan,0.2,5,1,0,0,0,0,0,0,1
miss,0.25,4,0,0,0,0,0,0,0,0
note,0.5,4,0,0,0,0,0,0,0,0
dret,0.25,4,0,0,0,0,0,0,0,1
favor,0.4,5,0,0,0,0,0,0,0,0
faria,0.6,5,0,0,0,0,0,0,0,1
botiga,0.5,6,0,0,0,0,0,0,0,1
braç,0.25,4,0,1,0,0,0,0,0,1
level,0.4,5,0,0,0,0,0,0,0,0
morir,0.4,5,0,0,0,0,0,0,0,1
pregunto,0.375,8,0,0,0,0,0,0,0,1
have,0.5,4,0,0,0,0,0,0,0,0
suggest,0.2857,7,0,0,0,1,0,0,1,0
size,0.5,4,0,0,0,0,0,0,1,0
off,0.3333,3,0,0,0,1,0,0,0,1
choose,0.5,6,0,0,1,1,0,0,0,0
up,0.5,2,0,0,0,0,0,0,0,0
ell,0.3333,3,0,0,0,0,0,0,0,1
ocean,0.6,5,0,0,0,0,0,0,0,0
sorpresa,0.375,8,0,0,0,0,0,0,0,1
passeig,0.4286,7,0,0,0,0,0,0,0,1
throw,0.2,5,0,0,0,1,0,0,0,0
several,0.4286,7,0,0,0,0,0,0,0,0
come,0.5,4,0,0,0,0,0,0,0,0
support,0.2857,7,0,0,0,1,0,0,0,0
signe,0.4,5,0,0,0,0,0,0,0,1
certa,0.4,5,0,0,0,0,0,0,0,1
curta,0.4,5,0,0,0,0,0,0,0,1
family,0.3333,6,0,0,0,0,0,0,0,0
tractar,0.2857,7,0,0,0,0,0,0,0,1
too,0.6667,3,0,0,1,0,0,0,0,0
occur,0.4,5,0,0,0,0,0,0,0,0
ment,0.25,4,0,0,0,0,0,0,0,1
si,0.5,2,0,0,0,0,0,0,0,1
molt,0.25,4,0,0,0,0,0,0,0,1
home,0.5,4,0,0,0,0,0,0,0,1
set,0.3333,3,0,0,0,0,0,0,0,0
procés,0.1667,6,1,0,0,0,0,0,0,1
milla,0.4,5,0,0,0,0,0,0,0,1
inici,0.6,5,0,0,0,0,0,0,0,1
home,0.5,4,0,0,0,0,0,0,0,0
gentle,0.3333,6,0,0,0,0,0,0,0,0
guardar,0.4286,7,0,0,0,0,0,0,0,1
change,0.3333,6,0,0,0,1,0,0,0,0
fig,0.3333,3,0,0,0,0,0,0,0,0
alguns,0.3333,6,0,0,0,0,0,0,0,1
segur,0.4,5,0,0,0,0,0,0,0,1
sea,0.6667,3,0,0,0,0,0,0,0,0
mina,0.5,4,0,0,0,0,0,0,0,1
colònia,0.4286,7,1,0,0,0,0,0,0,1
than,0.25,4,0,0,0,1,0,0,0,0
dependrà,0.25,8,1,0,0,0,0,0,0,1
peixos,0.5,6,0,0,0,0,0,0,0,1
augmentar,0.4444,9,0,0,0,0,0,0,0,1
flower,0.3333,6,0,0,0,0,0,0,0,0
you,0.6667,3,0,0,0,0,0,0,0,0
si,0.5,2,0,0,0,0,0,0,0,1
bought,0.3333,6,0,0,0,0,0,1,0,0
segle,0.4,5,0,0,0,0,0,0,0,1
altre,0.4,5,0,0,0,0,0,0,0,1
necessitarà,0.3636,11,1,0,0,0,0,0,0,1
fraction,0.375,8,0,0,0,0,0,0,0,0
vidre,0.4,5,0,0,0,0,0,0,0,1
resoldre,0.375,8,0,0,0,0,0,0,0,1
divide,0.5,6,0,0,0,0,0,0,1,0
nom,0.3333,3,0,0,0,0,0,0,0,1
que,0.6667,3,0,0,0,0,0,0,0,1
sentit,0.3333,6,0,0,0,0,0,0,0,1
know,0.25,4,0,0,0,1,0,0,0,0
strong,0.1667,6,0,0,0,0,0,0,0,0
length,0.1667,6,0,0,0,1,0,0,0,0
cada,0.5,4,0,0,0,0,0,0,0,1
abans,0.4,5,0,0,0,0,0,0,0,1
lliure,0.5,6,0,0,0,0,0,0,0,1
hundred,0.2857,7,0,0,0,0,0,0,1,0
consonant,0.3333,9,0,0,0,0,0,0,0,0
has,0.3333,3,0,0,0,0,0,0,0,0
desgast,0.2857,7,0,0,0,0,0,0,1,1
habitació,0.4444,9,1,0,0,0,0,0,0,1
fer,0.3333,3,0,0,0,0,0,0,0,1
neck,0.25,4,0,0,0,1,0,0,0,0
a,1.0,1,0,0,0,0,0,0,0,1
necessary,0.3333,9,0,0,0,0,0,0,0,0
beat,0.5,4,0,0,0,0,0,0,0,0
we,0.5,2,0,0,0,0,0,0,0,0
dit,0.3333,3,0,0,0,0,0,0,0,1
problem,0.2857,7,0,0,0,0,0,0,0,0
pregunta,0.375,8,0,0,0,0,0,0,0,1
plana,0.4,5,0,0,0,0,0,0,0,1
aquí,0.5,4,1,0,0,0,0,0,0,1
together,0.375,8,0,0,0,1,0,0,0,0
puntuació,0.4444,9,1,0,0,0,0,0,0,1
distant,0.2857,7,0,0,0,0,0,0,0,0
acabat,0.5,6,0,0,0,0,0,0,0,1
sky,0.0,3,0,0,0,1,0,0,0,0
division,0.5,8,0,0,0,0,0,0,0,0
homes,0.4,5,0,0,0,0,0,0,0,1
branch,0.1667,6,0,0,0,1,0,0,0,0
quan,0.5,4,0,0,0,0,0,0,0,1
escoltar,0.375,8,0,0,0,0,0,0,0,1
draw,0.25,4,0,0,0,0,0,0,0,0
gran,0.25,4,0,0,0,0,0,0,0,1
pneumàtics,0.3,10,1,0,0,0,0,0,0,1
arrive,0.5,6,0,0,0,0,0,0,0,0
plan,0.25,4,0,0,0,0,0,0,0,0
team,0.5,4,0,0,0,0,0,0,0,0
type,0.25,4,0,0,0,0,0,0,0,0
riba,0.5,4,0,0,0,0,0,0,0,1
born,0.25,4,0,0,0,0,0,0,0,1
cos,0.3333,3,0,0,0,0,0,0,0,1
subject,0.2857,7,0,0,0,0,0,0,0,0
game,0.5,4,0,0,0,0,0,0,0,0
well,0.25,4,0,0,0,0,0,0,0,0
prendre,0.2857,7,0,0,0,0,0,0,0,1
column,0.3333,6,0,0,0,0,0,0,0,0
encara,0.5,6,0,0,0,0,0,0,0,1
pal,0.3333,3,0,0,0,0,0,0,0,1
fly,0.0,3,0,0,0,0,0,0,0,0
excite,0.5,6,0,0,0,0,0,0,0,0
shall,0.2,5,0,0,0,1,0,0,0,0
need,0.5,4,0,0,1,0,0,0,1,0
coast,0.4,5,0,0,0,0,0,0,1,0
property,0.25,8,0,0,0,0,0,0,0,0
localitzar,0.4,10,0,0,0,0,0,0,0,1
sell,0.25,4,0,0,0,0,0,0,0,0
en,0.5,2,0,0,0,0,0,0,0,1
lie,0.6667,3,0,0,0,0,0,0,0,0
could,0.4,5,0,0,0,0,0,1,0,0
train,0.4,5,0,0,0,0,0,0,0,0
prendre,0.2857,7,0,0,0,0,0,0,0,1
capità,0.3333,6,1,0,0,0,0,0,0,1
repeteixi,0.5556,9,0,0,0,0,0,0,0,1
flow,0.25,4,0,0,0,0,0,0,0,0
oil,0.6667,3,0,0,0,0,0,0,0,0
feed,0.5,4,0,0,1,0,0,0,1,0
bretxa,0.3333,6,0,0,0,0,0,0,0,1
whose,0.4,5,0,0,0,1,0,0,0,0
costat,0.3333,6,0,0,0,0,0,0,0,1
morts,0.2,5,0,0,0,0,0,0,0,1
war,0.3333,3,0,0,0,0,0,0,0,0
engeneral,0.4444,9,0,0,0,0,0,0,0,1
subjecte,0.375,8,0,0,0,0,0,0,0,1
taula,0.6,5,0,0,0,0,0,0,0,1
grup,0.25,4,0,0,0,0,0,0,0,1
able,0.5,4,0,0,0,0,0,0,0,0
llit,0.25,4,0,0,0,0,0,0,0,1
neighbor,0.375,8,0,0,0,1,0,1,0,0
hi,0.5,2,0,0,0,0,0,0,0,1
volar,0.4,5,0,0,0,0,0,0,0,1
igual,0.6,5,0,0,0,0,0,0,0,1
hivern,0.3333,6,0,0,0,0,0,0,0,1
neu,0.6667,3,0,0,0,0,0,0,0,1
exact,0.4,5,0,0,0,0,0,0,0,0
effect,0.3333,6,0,0,0,1,0,0,0,0
party,0.2,5,0,0,0,0,0,0,0,0
connect,0.2857,7,0,0,0,0,0,0,0,0
colony,0.3333,6,0,0,0,0,0,0,0,0
creuar,0.5,6,0,0,0,0,0,0,0,1
camió,0.4,5,1,0,0,0,0,0,0,1
el,0.5,2,0,0,0,0,0,0,0,1
representar,0.3636,11,0,0,0,0,0,0,0,1
give,0.5,4,0,0,0,0,0,0,0,0
rellotge,0.375,8,0,0,0,0,0,0,0,1
poema,0.6,5,0,0,0,0,0,0,0,1
cat,0.3333,3,0,0,0,0,0,0,0,0
wait,0.5,4,0,0,0,0,0,0,0,0
termini,0.4286,7,0,0,0,0,0,0,0,1
shoulder,0.375,8,0,0,0,1,0,1,0,0
edat,0.5,4,0,0,0,0,0,0,0,1
possible,0.375,8,0,0,0,0,0,0,0,0
continue,0.5,8,0,0,0,0,0,0,0,0
would,0.4,5,0,0,0,0,0,1,0,0
school,0.3333,6,0,0,1,1,0,0,0,0
organitzar,0.4,10,0,0,0,0,0,0,0,1
page,0.5,4,0,0,0,0,0,0,0,0
granja,0.3333,6,0,0,0,0,0,0,0,1
her,0.3333,3,0,0,0,0,0,0,0,0
some,0.5,4,0,0,0,0,0,0,0,0
cadira,0.5,6,0,0,0,0,0,0,0,1
ascens,0.3333,6,0,0,0,0,0,0,0,1
estrany,0.2857,7,0,0,0,0,0,0,0,1
answer,0.3333,6,0,0,0,1,0,0,0,0
caràcter,0.25,8,1,0,0,0,0,0,0,1
tant,0.25,4,0,0,0,0,0,0,0,1
imagine,0.5714,7,0,0,0,0,0,0,0,0
serra,0.4,5,0,0,0,0,0,0,0,1
sister,0.3333,6,0,0,0,0,0,0,0,0
estimada,0.5,8,0,0,0,0,0,0,0,1
soft,0.25,4,0,0,0,0,0,0,0,0
targeta,0.4286,7,0,0,0,0,0,0,0,1
bank,0.25,4,0,0,0,0,0,0,0,0
off,0.3333,3,0,0,0,1,0,0,0,0
llest,0.2,5,0,0,0,0,0,0,1,1
garden,0.3333,6,0,0,0,0,0,0,0,0
el,0.5,2,0,0,0,0,0,0,0,1
moviment,0.375,8,0,0,0,0,0,0,0,1
fracció,0.2857,7,1,0,0,0,0,0,0,1
gel,0.3333,3,0,0,0,0,0,0,0,1
carrer,0.3333,6,0,0,0,0,0,0,0,1
person,0.3333,6,0,0,0,0,0,0,0,0
cerca,0.4,5,0,0,0,0,0,0,0,1
charge,0.3333,6,0,0,0,1,0,0,0,0
air,0.6667,3,0,0,0,0,0,0,0,0
don’t,0.2,5,0,0,0,0,0,0,0,0
twenty,0.1667,6,0,0,0,1,0,0,0,0
long,0.25,4,0,0,0,0,0,0,0,0
string,0.1667,6,0,0,0,0,0,0,1,0
que,0.6667,3,0,0,0,0,0,0,0,1
good,0.5,4,0,0,1,0,0,0,0,0
pla,0.3333,3,0,0,0,0,0,0,0,1
poc,0.3333,3,0,0,0,0,0,0,0,1
seient,0.5,6,0,0,0,0,0,0,0,1
captain,0.4286,7,0,0,0,0,0,0,0,0
gràcies,0.2857,7,1,0,0,0,0,0,0,1
crop,0.25,4,0,0,0,0,0,0,0,0
exemple,0.4286,7,0,0,0,0,0,0,0,1
value,0.6,5,0,0,0,0,0,0,0,0
curs,0.25,4,0,0,0,0,0,0,0,1
ruptura,0.4286,7,0,0,0,0,0,0,0,1
unit,0.5,4,0,0,0,0,0,0,0,0
led,0.3333,3,0,0,0,0,0,0,1,0
noise,0.6,5,0,0,0,0,0,0,1,0
cavall,0.3333,6,0,0,0,0,0,0,0,1
afegir,0.5,6,0,0,0,0,0,0,0,1
many,0.25,4,0,0,0,0,0,0,0,0
pertant,0.2857,7,0,0,0,0,0,0,0,1
brought,0.2857,7,0,0,0,0,0,1,0,0
llançar,0.2857,7,0,1,0,0,0,0,0,1
real,0.5,4,0,0,0,0,0,0,0,0
plau,0.5,4,0,0,0,0,0,0,0,1
correct,0.2857,7,0,0,0,0,0,0,0,0
began,0.4,5,0,0,0,0,0,0,0,0
massa,0.4,5,0,0,0,0,0,0,0,1
dollar,0.3333,6,0,0,0,0,0,0,0,0
also,0.5,4,0,0,0,0,0,0,0,0
muntatge,0.375,8,0,0,0,0,0,0,0,1
capaç,0.4,5,0,1,0,0,0,0,0,1
deixar,0.5,6,0,0,0,0,0,0,0,1
until,0.4,5,0,0,0,0,0,0,0,0
continuar,0.4444,9,0,0,0,0,0,0,0,1
word,0.25,4,0,0,0,0,0,0,0,0
came,0.5,4,0,0,0,0,0,0,0,0
inventar,0.375,8,0,0,0,0,0,0,0,1
wild,0.25,4,0,0,0,0,0,0,0,0
cow,0.3333,3,0,0,0,0,0,0,0,0
conduir,0.4286,7,0,0,0,0,0,0,0,1
triar,0.4,5,0,0,0,0,0,0,0,1
ell,0.3333,3,0,0,0,0,0,0,0,1
aigua,0.8,5,0,0,0,0,0,0,0,1
fell,0.25,4,0,0,0,0,0,0,0,0
in,0.5,2,0,0,0,0,0,0,0,0
first,0.2,5,0,0,0,0,0,0,1,0
menys,0.2,5,0,0,0,0,0,0,0,1
superfície,0.4,10,1,0,0,0,0,0,0,1
sentit,0.3333,6,0,0,0,0,0,0,0,1
quadre,0.5,6,0,0,0,0,0,0,0,1
love,0.5,4,0,0,0,0,0,0,0,0
parent,0.3333,6,0,0,0,0,0,0,0,0
dog,0.3333,3,0,0,0,0,0,0,0,0
i,1.0,1,0,0,0,0,0,0,0,1
agree,0.6,5,0,0,1,0,0,0,0,0
especialment,0.4167,12,0,0,0,0,0,0,0,1
cut,0.3333,3,0,0,0,0,0,0,0,0
century,0.2857,7,0,0,0,0,0,0,0,0
above,0.6,5,0,0,0,0,0,0,0,0
posició,0.4286,7,1,0,0,0,0,0,0,1
necessari,0.4444,9,0,0,0,0,0,0,0,1
enough,0.5,6,0,0,0,0,0,1,0,0
crease,0.5,6,0,0,0,0,0,0,0,0
diversos,0.375,8,0,0,0,0,0,0,0,1
track,0.2,5,0,0,0,1,0,0,0,0
order,0.4,5,0,0,0,0,0,0,0,0
nadó,0.25,4,1,0,0,0,0,0,0,1
row,0.3333,3,0,0,0,0,0,0,0,0
other,0.4,5,0,0,0,1,0,0,0,0
dead,0.5,4,0,0,0,0,0,0,0,0
full,0.25,4,0,0,0,0,0,0,0,1
com,0.3333,3,0,0,0,0,0,0,0,1
especial,0.5,8,0,0,0,0,0,0,0,1
després,0.1429,7,1,0,0,1,0,0,0,1
voler,0.4,5,0,0,0,0,0,0,0,1
collect,0.2857,7,0,0,0,0,0,0,0,0
grew,0.25,4,0,0,0,0,0,0,0,0
win,0.3333,3,0,0,0,0,0,0,0,0
peus,0.5,4,0,0,0,0,0,0,0,1
amb,0.3333,3,0,0,0,0,0,0,0,1
connectar,0.3333,9,0,0,0,0,0,0,0,1
your,0.5,4,0,0,0,0,0,1,0,0
no,0.5,2,0,0,0,0,0,0,0,0
endevinar,0.4444,9,0,0,0,0,0,0,0,1
sobre,0.4,5,0,0,0,0,0,0,0,1
ou,1.0,2,0,0,0,0,0,0,0,1
minute,0.5,6,0,0,0,0,0,0,0,0
no,0.5,2,0,0,0,0,0,0,0,1
evening,0.4286,7,0,0,0,0,0,0,1,0
respondre,0.3333,9,0,0,0,0,0,0,0,1
through,0.2857,7,0,0,0,1,0,1,0,0
mar,0.3333,3,0,0,0,0,0,0,0,1
start,0.2,5,0,0,0,0,0,0,0,0
separada,0.5,8,0,0,0,0,0,0,0,1
fit,0.3333,3,0,0,0,0,0,0,0,0
estrany,0.2857,7,0,0,0,0,0,0,0,1
grow,0.25,4,0,0,0,0,0,0,0,0
que,0.6667,3,0,0,0,0,0,0,0,1
lletrejar,0.3333,9,0,0,0,0,0,0,0,1
carrera,0.4286,7,0,0,0,0,0,0,0,1
proporcionar,0.4167,12,0,0,0,0,0,0,0,1
poem,0.5,4,0,0,0,0,0,0,0,0
arribar,0.4286,7,0,0,0,0,0,0,0,1
bed,0.3333,3,0,0,0,0,0,0,1,0
red,0.3333,3,0,0,0,0,0,0,1,0
significat,0.4,10,0,0,0,0,0,0,0,1
sempre,0.3333,6,0,0,0,0,0,0,0,1
forward,0.2857,7,0,0,0,0,0,0,0,0
senyoreta,0.4444,9,0,0,0,0,0,1,0,1
disseny,0.2857,7,0,0,0,0,0,0,0,1
rosa,0.5,4,0,0,0,0,0,0,0,1
form,0.25,4,0,0,0,0,0,0,0,0
acord,0.4,5,0,0,0,0,0,0,0,1
sigui,0.6,5,0,0,0,0,0,0,0,1
arbre,0.4,5,0,0,0,0,0,0,0,1
when,0.25,4,0,0,0,1,0,0,0,0
ànec,0.25,4,1,0,0,0,0,0,0,1
instrument,0.3,10,0,0,0,0,0,0,0,1
feed,0.5,4,0,0,1,0,0,0,1,1
pressa,0.3333,6,0,0,0,0,0,0,0,1
flor,0.25,4,0,0,0,0,0,0,0,1
hot,0.3333,3,0,0,0,0,0,0,0,0
segment,0.2857,7,0,0,0,0,0,0,0,1
prepare,0.4286,7,0,0,0,0,0,0,0,0
corrent,0.2857,7,0,0,0,0,0,0,0,1
instantània,0.3636,11,1,0,0,0,0,0,0,1
visit,0.4,5,0,0,0,0,0,0,0,0
soldat,0.3333,6,0,0,0,0,0,0,0,1
study,0.2,5,0,0,0,0,0,0,0,0
cool,0.5,4,0,0,1,0,0,0,0,0
pedra,0.4,5,0,0,0,0,0,0,0,1
operar,0.5,6,0,0,0,0,0,0,0,1
còpia,0.4,5,1,0,0,0,0,0,0,1
també,0.2,5,1,0,0,0,0,0,0,1
glad,0.25,4,0,0,0,0,0,0,0,0
tell,0.25,4,0,0,0,0,0,0,0,0
current,0.2857,7,0,0,0,0,0,0,0,0
cantar,0.3333,6,0,0,0,0,0,0,0,1
these,0.4,5,0,0,0,1,0,0,0,0
guardat,0.4286,7,0,0,0,0,0,0,0,1
so,0.5,2,0,0,0,0,0,0,0,0
earth,0.4,5,0,0,0,1,0,1,0,0
question,0.5,8,0,0,0,0,0,0,0,0
right,0.2,5,0,0,0,1,0,1,0,0
window,0.3333,6,0,0,0,0,0,0,0,0
suit,0.5,4,0,0,0,0,0,0,0,0
wrote,0.4,5,0,0,0,1,0,0,0,0
màster,0.1667,6,1,0,0,0,0,0,0,1
proper,0.3333,6,0,0,0,0,0,0,0,0
núvol,0.2,5,1,0,0,0,0,0,0,1
missatge,0.375,8,0,0,0,0,0,0,0,1
soldier,0.4286,7,0,0,0,0,0,0,0,0
amic,0.5,4,0,0,0,0,0,0,0,1
ring,0.25,4,0,0,0,0,0,0,1,0
apple,0.4,5,0,0,0,1,0,0,0,0
space,0.4,5,0,0,0,0,0,0,0,0
cap,0.3333,3,0,0,0,0,0,0,0,1
registre,0.375,8,0,0,0,0,0,0,0,1
determinar,0.4,10,0,0,0,0,0,0,0,1
avís,0.25,4,1,0,0,0,0,0,0,1
anys,0.25,4,0,0,0,0,0,0,0,1
sabata,0.5,6,0,0,0,0,0,0,0,1
path,0.25,4,0,0,0,1,0,0,0,0
sòl,0.0,3,1,0,0,0,0,0,0,1
friend,0.3333,6,0,0,0,0,0,0,0,0
subtract,0.25,8,0,0,0,0,0,0,0,0
interest,0.375,8,0,0,0,0,0,0,1,0
vida,0.5,4,0,0,0,0,0,0,0,1
chick,0.2,5,0,0,0,1,0,0,0,0
must,0.25,4,0,0,0,0,0,0,1,0
vaixell,0.4286,7,0,0,0,0,0,0,0,1
nens,0.25,4,0,0,0,0,0,0,0,1
grand,0.2,5,0,0,0,0,0,0,0,0
best,0.25,4,0,0,0,0,0,0,1,0
conjunt,0.2857,7,0,0,0,0,0,0,0,1
written,0.2857,7,0,0,0,1,0,0,0,0
hole,0.5,4,0,0,0,0,0,0,0,0
vi,0.5,2,0,0,0,0,0,0,0,1
molecule,0.5,8,0,0,0,0,0,0,0,0
send,0.25,4,0,0,0,0,0,0,0,0
era,0.6667,3,0,0,0,0,0,0,0,1
fun,0.3333,3,0,0,0,0,0,0,0,0
caça,0.5,4,0,1,0,0,0,0,0,1
que,0.6667,3,0,0,0,0,0,0,0,1
unir-se,0.4286,7,0,0,0,0,0,0,0,1
chance,0.3333,6,0,0,0,1,0,0,0,0
quite,0.6,5,0,0,0,0,0,0,0,0
construir,0.3333,9,0,0,0,0,0,0,0,1
suau,0.75,4,0,0,0,0,0,0,0,1
vista,0.4,5,0,0,0,0,0,0,0,1
watch,0.2,5,0,0,0,1,0,0,0,0
bat,0.3333,3,0,0,0,0,0,0,0,0
station,0.4286,7,0,0,0,0,0,0,0,0
sòl,0.0,3,1,0,0,0,0,0,0,1
laugh,0.4,5,0,0,0,0,0,1,0,0
casa,0.5,4,0,0,0,0,0,0,0,1
triangle,0.375,8,0,0,0,0,0,0,0,0
for,0.3333,3,0,0,0,0,0,0,0,0
king,0.25,4,0,0,0,0,0,0,1,0
comparar,0.375,8,0,0,0,0,0,0,0,1
flat,0.25,4,0,0,0,0,0,0,0,0
polzades,0.375,8,0,0,0,0,0,0,0,1
portar,0.3333,6,0,0,0,0,0,0,0,1
find,0.25,4,0,0,0,0,0,0,0,0
bone,0.5,4,0,0,0,0,0,0,0,0
out,0.6667,3,0,0,0,0,0,0,0,0
